"EFF_DATE","FACILITY_ID","FACILITY_TYPE","STATE_CODE","COUNTRY_CODE","RADAR_TYPE","RADAR_NO","RADAR_HRS","REMARK"
"2026/06/11","ABE","AIRPORT","PA","US","ASR",1,"24",""
"2026/06/11","ABI","AIRPORT","TX","US","ASR",1,"24",""
"2026/06/11","ABQ","AIRPORT","NM","US","ASR",1,"24",""
"2026/06/11","ACK","AIRPORT","MA","US","ASR",1,"0600-2100",""
"2026/06/11","ACT","AIRPORT","TX","US","ASR",1,"0600-0000",""
"2026/06/11","ACY","AIRPORT","NJ","US","ASR",1,"24",""
"2026/06/11","ADW","AIRPORT","MD","US","ASR",1,"24",""
"2026/06/11","AGS","AIRPORT","GA","US","ASR",1,"0645-2300",""
"2026/06/11","ALB","AIRPORT","NY","US","ASR",1,"24",""
"2026/06/11","AMA","AIRPORT","TX","US","ASR",1,"0600-0000",""
"2026/06/11","ANC","AIRPORT","AK","US","ASR",1,"24",""
"2026/06/11","APN","AIRPORT","MI","US","ASR",1,"0800-1600 WKDAYS; EXCP HOLS",""
"2026/06/11","ASE","AIRPORT","CO","US","BCN",1,"0700-2000",""
"2026/06/11","ATL","AIRPORT","GA","US","ASR",1,"24",""
"2026/06/11","AUS","AIRPORT","TX","US","ASR",1,"24",""
"2026/06/11","AVL","AIRPORT","NC","US","ASR",1,"0630-2300",""
"2026/06/11","AVP","AIRPORT","PA","US","ASR",2,"24",""
"2026/06/11","AZO","AIRPORT","MI","US","ASR",1,"0600-2300",""
"2026/06/11","BAB","AIRPORT","CA","US","ASR",2,"24",""
"2026/06/11","BAB","AIRPORT","CA","US","PAR",3,"1800-2200Z++TUE-THUR.","(RADAR_TYPE) RADAR - PAR - NO NOTAM MP: 1500-1730Z++ MON-FRI."
"2026/06/11","BAD","AIRPORT","LA","US","ASR",1,"24",""
"2026/06/11","BAD","AIRPORT","LA","US","PAR",2,"0700-2300","(RADAR_TYPE) SEE TERMINAL FLIP FOR RADAR MINIMA."
"2026/06/11","BDL","AIRPORT","CT","US","ASR",1,"24",""
"2026/06/11","BFL","AIRPORT","CA","US","ASR",2,"0600-2300",""
"2026/06/11","BGM","AIRPORT","NY","US","ASR",1,"24",""
"2026/06/11","BGR","AIRPORT","ME","US","ASR",2,"24",""
"2026/06/11","BHM","AIRPORT","AL","US","ASR",1,"24",""
"2026/06/11","BIL","AIRPORT","MT","US","ASR",2,"24",""
"2026/06/11","BIS","AIRPORT","ND","US","ASR",1,"0600-2400",""
"2026/06/11","BLV","AIRPORT","IL","US","ASR",1,"24 HRS",""
"2026/06/11","BNA","AIRPORT","TN","US","ASR",1,"24",""
"2026/06/11","BOI","AIRPORT","ID","US","ASR",2,"24",""
"2026/06/11","BOS","AIRPORT","MA","US","ASR",1,"24",""
"2026/06/11","BPT","AIRPORT","TX","US","ASR",1,"0600-2200",""
"2026/06/11","BTR","AIRPORT","LA","US","ASR",1,"0500-0000",""
"2026/06/11","BTV","AIRPORT","VT","US","ASR",1,"24",""
"2026/06/11","BUF","AIRPORT","NY","US","ASR",1,"24",""
"2026/06/11","BUR","AIRPORT","CA","US","ASR",1,"24",""
"2026/06/11","BWI","AIRPORT","MD","US","ASR",1,"24",""
"2026/06/11","C90","TRACON","IL","US","ASR",1,"24",""
"2026/06/11","C90","TRACON","IL","US","ASR",2,"24",""
"2026/06/11","C90","TRACON","IL","US","ASR",3,"24",""
"2026/06/11","C90","TRACON","IL","US","ASR",4,"24",""
"2026/06/11","CAE","AIRPORT","SC","US","ASR",1,"24",""
"2026/06/11","CAK","AIRPORT","OH","US","ASR",1,"24",""
"2026/06/11","CBM","AIRPORT","MS","US","ASR",2,"ASR APCH SVC AVBL FOR EMERGENCY AND OT CONTIGENT UPON MANPOWER AND EQUIPMENT AVAILABILITY. SECONDARY ASR IS MSSR.","(RADAR_TYPE) MONOPULSE SECONDARY SURVEILLANCE RADAR (ASR/MSSR) SYSTEM."
"2026/06/11","CEF","AIRPORT","MA","US","ASR",1,"0700-2300",""
"2026/06/11","CHA","AIRPORT","TN","US","ASR",1,"0600-2350",""
"2026/06/11","CHO","AIRPORT","VA","US","ASR",1,"24",""
"2026/06/11","CHS","AIRPORT","SC","US","ASR",1,"24",""
"2026/06/11","CID","AIRPORT","IA","US","ASR",1,"0500-2330",""
"2026/06/11","CKB","AIRPORT","WV","US","ASR",1,"0700-2300",""
"2026/06/11","CLE","AIRPORT","OH","US","ASR",1,"24",""
"2026/06/11","CLT","AIRPORT","NC","US","ASR",1,"24",""
"2026/06/11","CMH","AIRPORT","OH","US","ASR",1,"24",""
"2026/06/11","CMI","AIRPORT","IL","US","ASR",1,"0800-2000","(RADAR_TYPE) PRACTICE."
"2026/06/11","COF","AIRPORT","FL","US","ASR",1,"0700-2300 MON-FRI; 0900-2300 SAT & SUN",""
"2026/06/11","COS","AIRPORT","CO","US","ASR",1,"24",""
"2026/06/11","COU","AIRPORT","MO","US","ASR",1,"24",""
"2026/06/11","CPR","AIRPORT","WY","US","ASR",1,"0500-2100",""
"2026/06/11","CRP","AIRPORT","TX","US","ASR",2,"24",""
"2026/06/11","CRW","AIRPORT","WV","US","ASR",1,"24",""
"2026/06/11","CSG","AIRPORT","GA","US","ASR",1,"APCH/DEP CONTROL AT TRACON A80.",""
"2026/06/11","CVG","AIRPORT","KY","US","ASR",1,"24",""
"2026/06/11","CVS","AIRPORT","NM","US","ASR",1,"SAME AS ATCT HRS","(RADAR_TYPE) DASR NO-NOTAM MP MON-FRI 0900-1330Z++."
"2026/06/11","CYS","AIRPORT","WY","US","ASR",1,"ASR 0800-1300 MON-THU, EXC FED HOLS.",""
"2026/06/11","CYS","AIRPORT","WY","US","PAR",2,"PAR 0800-1300 MON-THU, EXC FED HOLS.",""
"2026/06/11","D10","TRACON","TX","US","ASR",1,"24","(RADAR_TYPE) ASR-9 SERVES AS ADDNL ASR FOR DALLAS/FORT WORTH INTL AND ALSO SERVES DALLAS LOVE FIELD."
"2026/06/11","D10","TRACON","TX","US","ASR",2,"24",""
"2026/06/11","DAA","AIRPORT","VA","US","ASR",1,"0700-1900 WKDAY; EXCP HOL. 2 HR PPR OTR TIMES.",""
"2026/06/11","DAA","AIRPORT","VA","US","PAR",2,"0700-1900 WKDAY; EXCP HOL. 2 HR PPR OTR TIMES.",""
"2026/06/11","DAB","AIRPORT","FL","US","ASR",1,"24",""
"2026/06/11","DAY","AIRPORT","OH","US","ASR",1,"24",""
"2026/06/11","DCA","AIRPORT","DC","US","ASR",1,"24",""
"2026/06/11","DEN","AIRPORT","CO","US","ASR",1,"24",""
"2026/06/11","DFW","AIRPORT","TX","US","ASR",2,"24","(RADAR_TYPE) ASR-9 SERVES AS ADDNL ASR FOR DALLAS/FORT WORTH INTL AND ALSO SERVES DALLAS LOVE FIELD."
"2026/06/11","DLF","AIRPORT","TX","US","ASR",1,"24","(RADAR_TYPE) DASR NO-NOTAM MP: 0600-1200Z MON-FRI."
"2026/06/11","DLH","AIRPORT","MN","US","ASR",1,"24",""
"2026/06/11","DMA","AIRPORT","AZ","US","ASR",1,"24",""
"2026/06/11","DMA","AIRPORT","AZ","US","PAR",2,"24",""
"2026/06/11","DOV","AIRPORT","DE","US","ASR",1,"24","(RADAR_TYPE) NO-NOTAM MP:  0500-1100Z++MON-FRI (1000/3+1)."
"2026/06/11","DPA","AIRPORT","IL","US","ASR",1,"24",""
"2026/06/11","DSM","AIRPORT","IA","US","ASR",1,"24",""
"2026/06/11","DTW","AIRPORT","MI","US","ASR",1,"24",""
"2026/06/11","DYS","AIRPORT","TX","US","ASR",1,"24",""
"2026/06/11","EDF","AIRPORT","AK","US","ASR",1,"24",""
"2026/06/11","EDF","AIRPORT","AK","US","PAR",2,"24",""
"2026/06/11","EDW","AIRPORT","CA","US","ASR",2,"24",""
"2026/06/11","ELM","AIRPORT","NY","US","ASR",1,"24",""
"2026/06/11","ELP","AIRPORT","TX","US","ASR",1,"24",""
"2026/06/11","END","AIRPORT","OK","US","ASR",1,"0700-1900 MON-FRI; 1300-1700 SUN. EXCEPT HOLS.","(RADAR_TYPE) MP 1000-1230Z++ MON-FRI, 1400-2200Z++ SAT, 1400-1800Z++ SUN."
"2026/06/11","ERI","AIRPORT","PA","US","ASR",1,"0600-0000",""
"2026/06/11","EUG","AIRPORT","OR","US","ASR",1,"0600-2330",""
"2026/06/11","EVV","AIRPORT","IN","US","ASR",1,"0600-2300",""
"2026/06/11","EWR","AIRPORT","NJ","US","ASR",1,"24",""
"2026/06/11","FAI","AIRPORT","AK","US","ASR",1,"24",""
"2026/06/11","FAR","AIRPORT","ND","US","ASR",2,"24",""
"2026/06/11","FAT","AIRPORT","CA","US","ASR",2,"24",""
"2026/06/11","FAY","AIRPORT","NC","US","ASR",1,"0600-2400",""
"2026/06/11","FBG","AIRPORT","NC","US","ASR",1,"1300-0500Z++ MON-SAT, CLSD HOL, OT BY NOTAM.",""
"2026/06/11","FBK","AIRPORT","AK","US","ASR",1,"0700-1500.",""
"2026/06/11","FBK","AIRPORT","AK","US","PAR",2,"0700-1500.",""
"2026/06/11","FFO","AIRPORT","OH","US","ASR",1,"24",""
"2026/06/11","FL34","AIRPORT","FL","US","ASR",2,"24",""
"2026/06/11","FLL","AIRPORT","FL","US","ASR",1,"24",""
"2026/06/11","FMH","AIRPORT","MA","US","ASR",1,"24",""
"2026/06/11","FNT","AIRPORT","MI","US","ASR",1,"0545-2330",""
"2026/06/11","FRI","AIRPORT","KS","US","ASR",1,"OPR 1400- 0700Z++ MON-FRI ; 1400-2200Z++FRI EXC HOL.",""
"2026/06/11","FSD","AIRPORT","SD","US","ASR",2,"0500-2300",""
"2026/06/11","FSI","AIRPORT","OK","US","ASR",1,"24",""
"2026/06/11","FSM","AIRPORT","AR","US","ASR",1,"24",""
"2026/06/11","FWA","AIRPORT","IN","US","ASR",1,"24",""
"2026/06/11","FYV","AIRPORT","AR","US","ASR",1,"0600-2200",""
"2026/06/11","GEG","AIRPORT","WA","US","ASR",1,"24",""
"2026/06/11","GGG","AIRPORT","TX","US","ASR",1,"0600-2200",""
"2026/06/11","GPT","AIRPORT","MS","US","ASR",1,"0600-2300",""
"2026/06/11","GRB","AIRPORT","WI","US","ASR",1,"0530-1130",""
"2026/06/11","GRF","AIRPORT","WA","US","ASR",1,"0600-2200",""
"2026/06/11","GRK","AIRPORT","TX","US","ASR",2,"24",""
"2026/06/11","GRK","AIRPORT","TX","US","PAR",3,"24",""
"2026/06/11","GRR","AIRPORT","MI","US","ASR",1,"0530-0000",""
"2026/06/11","GSB","AIRPORT","NC","US","ASR",1,"1200-0400Z++.  DIGITAL ASR NO-NOTAM MP 0500-1030Z++ MON-FRI.",""
"2026/06/11","GSO","AIRPORT","NC","US","ASR",1,"24",""
"2026/06/11","GSP","AIRPORT","SC","US","ASR",2,"0600-2345",""
"2026/06/11","GTB","AIRPORT","NY","US","PAR",1,"24",""
"2026/06/11","GTB","AIRPORT","NY","US","ASR",2,"24",""
"2026/06/11","GTF","AIRPORT","MT","US","ASR",1,"24",""
"2026/06/11","GUM","AIRPORT","GU","US","ASR",1,"UNK",""
